NAME,LEVEL,DC,SUBJECT,STAT,RITUAL,VOLATILE,DESCRIPTION,HIGHER-LEVEL BEHAVIOR,ID
LYLA’S ENCHANTED FIRE,STANDARD,11,EVOCATION,FOCUS,YES,NO,"Summons a magic dancing flame that reacts to your feelings. On a success, you can create a flame that burns whatever color you like. Choose one option for the flame’s properties: • The flame doesn’t spread. • The flame stays until extinguished. • The flame is harmless. • The flame is harmless for a select few people. • You can control the flame as if it were an extension of your body.","You can choose 1/degree option(s) for the flame properties, or you can spend a degree of success to create a second, separate flame. You can choose which properties apply to which flames, if you’ve taken multiple.",spell_149LpaSqYAM1FDj
VALYNAR’S WATER SPRITE,ADVANCED,19,EVOCATION,FOCUS,YES,NO,"Summons a web of thin electric-blue magic threads that weave into a figure. On a success, you create a Water Sprite in a body of water big enough to fit it, a replica of yourself made of water, for 10 minutes. It moves as if it were an extension of your body, and you can choose whether to perceive through its senses or your own. The Water Sprite can leave the water you summon it into, but only for 1 minute at a time before it collapses and reforms in the nearest body of water big enough to fit it. Please do not drink your own water sprite. It’s really, really weird.","The Water Sprite lasts for (10 minutes/30 minutes/2 hours/8 hours/24 hours), and can stay out of the water for (1 minute/10 minutes/1 hour/indefinitely). On 3 or more degrees of success, you can disguise the Water Sprite to look exactly like a person you choose, including yourself, indistinguishable except by touch.",spell_1502u5jbyEQBgoO
SPECTER OF THE FORGOTTEN STORM GOD,LEGENDARY,30,EVOCATION,FOCUS,NO,NO,"Elemental fury distorts the air around you, swathing you in wrathful darkness. On a success, you are cloaked in a wreath of storms, dark clouds suspending you and carrying you aloft as they crackle with lightning magic. You can fly at 5 times your regular movement speed, and lightning magic moves at your will. You can force anybody you see (1AP) to roll Agility versus your skill check or be struck by lightning and forced to Resist. Additionally, you can convert yourself into lightning and move at light speed, causing an explosion if you hit something that will destroy most objects nearby, potentially start fires, and force anyone close by to roll Endurance versus your skill check or Resist two stacks. You can launch or become lightning 5 times or use this spell for 5 minutes, before it ends with a thunderclap that rings through the sky.","You fly at 5/degree times your regular movement speed, and you can launch or become lightning (5/8+) times or use the spell for 5/degree minutes before it ends.",spell_151mNWnda7elqYC
IGNIS,HEX (4AP),30,EVOCATION,FOCUS,NO,NO,"Ignites an enchanted fire inside someone’s soul that spreads through to every aspect of their being. On success, the target must roll Concentration versus your spell check or be inflicted with Ignis, where their body is wracked with pain that worsens the more they pay attention to it. Any time something happens to shake their focus, they must roll Concentration versus your spell check or Resist on failure, and they take a -2 to each check for each Condition they have. This spell lasts 30 minutes, but nobody makes it that long. Lucky targets pass out. Unlucky ones die. You shouldn’t cast this spell on someone you like.",You can affect 1/degree target(s). The target takes a -2/degree penalty to their checks for each Condition they have.,spell_152CvxptJjOAQLG
SAMVAL’S BURNING CONDUIT,BASIC,5,EVOCATION,FOCUS,NO,NO,"Summons a magic conduit formed of glowing blue light over an object. You can heat or cool the object by a small amount on success, the conduit pulling the heat or cold in and glowing with a fiery or icy aura. You cannot use this spell on the same object again until it has returned to its original temperature.",You can heat or cool the target object by (5/10/20/30/50+) degrees Celsius.,spell_1530B6g2yeNHs6L
MASTER OF FROST,STANDARD,12,EVOCATION,FOCUS,NO,NO,"Summons an electric-blue light over your hands that crackles intensely. On success, you can manipulate ice and snow as if it were an extension of your body on sight, up to an amount about twice what you could lift, and once per minute, you can flash-freeze something (1AP), drastically lowering the temperature. This effect lasts for 5 minutes. Good for if you’re having a duel to the death in a blizzard or if you’re making a nice frosty milkshake.","You can control (2/3/4/6/10+)x an amount of snow and ice that you could physically lift, and the effect lasts for (5 minutes/10 minutes/30 minutes/1 hour). On 4 or more degrees of success, you can flash-freeze a creature, forcing it to roll Endurance or be forced to Resist Wound.",spell_154TliU1qWX9waY
STORMSTEP,STANDARD,10,EVOCATION,FOCUS,NO,NO,"Lightning magic crackles around your feet as you walk. On success, you gain Stormstep for 30 seconds, during which time you can run at 2 times your regular speed and jump 2 times your regular height or distance. If you make an Athletics check to run or jump during this period, take a +2 to the check. You can drop down from a height to land with a thunderous crash, ending the Stormstep effect immediately and forcing everyone nearby to roll Agility or Endurance versus your check or Resist.","Stormstep lasts for (30 seconds/1 minute/3 minutes/10 minutes/30 minutes/1 hour), during which time you run and jump 2/degree times faster and farther. Take a +2/degree bonus to Athletics checks to run or jump.",spell_155TeXeahrvsQwf
WINDBORN,BASIC,N/A,EVOCATION,FOCUS,NO,NO,"You can cast this spell any time you fall from a height to either glide gently or catch yourself safely just before hitting the ground, as the wind responds to your will and guides you to safety. Good for making a dramatic entrance or a dramatic exit, especially if they don’t know you’re an evoker and you get to just say “bye” and jump off a cliff.",N/A,spell_156WmQVjXq0l35A
DEPTH WALKER,STANDARD,9,EVOCATION,FOCUS,YES,NO,"Creates a swirling whirlpool of water magic that surrounds you, shielding you from the depths. On success, you gain Depth Walker for 10 minutes, letting you move freely at walking speed in any direction underwater and breathe underwater, as a shield of water magic surrounds you.","You can bring (0/1+) additional target(s) with you, and Depth Walker lasts for (10 minutes/20 minutes/30 minutes/1 hour/3 hours/8 hours/24 hours). The effect lets you move at (1/1/1.5/1.5/2/3+)x your walking speed underwater.",spell_157jGmZOss4LnbL
SONGWON’S STRIDE,STANDARD,12,EVOCATION,FOCUS,NO,NO,"Surrounds you with a swirl of electric-blue magic that envelops you before taking off with you like a bolt of lightning. On success, you can move to any point you can see with an unobstructed path in a blink, hitting with an explosion. Anyone nearby to the landing must roll Endurance or Agility or be forced to Resist, but you must also Resist. At the GM’s discretion, you may also be able to break through obstacles on the way to your target.","On 2 or more degrees of success, you don’t need to Resist on landing. You can bring (0/1+) additional people with you.",spell_158sAtP1DYUX69S
FROSTFINGER,STANDARD,10,EVOCATION,FOCUS,YES,NO,"Creates a swell of magic that flares up from your fingertip and ripples out to the space around you. On a success, you can raise or lower the temperature of the space around you. The spell leaves few traces of its use, and you can cast it subtly, in which case anyone trying to detect it must roll Perception versus your spell check + 6, and you can also choose how quickly the temperature change comes on. The effect lasts for 10 minutes, during which time you can continue to change the temperature, although anyone attempting to detect your effect can roll Perception again any time you change the temperature again. Once the effect ends, the temperature returns gradually to normal.","You can specify 1/degree target(s) to be immune to the temperature change, and the effect lasts for 10/degree minutes. On 3 or more degrees of success, you can change the temperature enough that people (and other creatures at the GM’s discretion) must roll Endurance or be forced to Resist if they spend at least (5/5/5/4/3/2/1) minute(s) in the space.",spell_159Kb23gb0RYlZJ
SPECTRAL STRIKE,STANDARD,10,EVOCATION,FOCUS,NO,NO,"Launches a bolt of electric blue magic energy that streaks towards a target within sight. On success, the target must roll Agility or Endurance versus your spell check or be struck and forced to Resist. The spell effect is loud and bright enough that it cannot be cast subtly, even if you have an effect that would otherwise let you do so, but you can fire it from any distance as long as you can still see the target, so if you want to beat someone up and get away with it, I guess just stay as far away as possible. Doesn’t make it not a dick move though.",You can affect 1/degree target(s).,spell_160x65aN3MvnzWJ
